Date,Crypto,Open,High,Low,Close
2019-05-20,ETH,257.52,264.79,239.67,254.54
2019-05-21,ETH,255.73,263.5,247.81,262.98
2019-05-22,ETH,263.0,264.33,242.49,247.81
2019-05-23,ETH,247.86,248.14,231.4,244.69
2019-05-24,ETH,244.75,256.01,242.44,253.88
2019-05-25,ETH,254.0,258.92,246.85,250.34
2019-05-26,ETH,250.34,269.24,246.27,264.82
2019-05-27,ETH,264.98,279.18,263.6,267.4
2019-05-28,ETH,267.49,276.49,265.32,272.2
2019-05-29,ETH,272.2,274.27,261.23,269.75
2019-05-30,ETH,269.81,288.76,260.99,263.24
2019-05-31,ETH,263.42,264.94,240.08,261.56
2019-06-01,ETH,261.88,274.51,260.66,265.12
2019-06-02,ETH,265.54,273.84,263.1,267.4
2019-06-03,ETH,267.4,270.68,255.32,261.26
2019-06-04,ETH,261.25,261.25,233.61,239.68
2019-06-05,ETH,239.53,248.49,233.82,243.86
2019-06-06,ETH,243.86,247.83,235.74,241.2
2019-06-07,ETH,241.24,254.11,241.17,247.98
2019-06-08,ETH,247.74,252.06,241.7,243.65
2019-06-09,ETH,243.64,245.41,229.0,231.75
2019-06-10,ETH,231.29,246.77,226.86,244.19
2019-06-11,ETH,244.19,248.9,237.62,244.72
2019-06-12,ETH,244.6,260.59,243.34,255.64
2019-06-13,ETH,255.64,264.42,255.64,258.99
2019-06-14,ETH,258.99,262.0,252.27,258.24
2019-06-15,ETH,258.25,273.78,258.0,269.54
2019-06-16,ETH,269.59,278.8,263.35,266.38
2019-06-17,ETH,266.38,275.74,265.76,273.0
2019-06-18,ETH,272.62,275.49,262.01,263.84
2019-06-19,ETH,263.84,270.0,261.22,267.9
2019-06-20,ETH,268.06,274.11,266.51,272.49
2019-06-21,ETH,272.62,295.55,271.14,294.0
2019-06-22,ETH,293.94,314.56,290.7,305.29
2019-06-23,ETH,305.24,315.87,299.75,313.4
2019-06-24,ETH,313.71,317.77,295.19,305.9
2019-06-25,ETH,305.87,314.62,305.87,308.74
2019-06-26,ETH,308.67,362.89,308.5,338.28
2019-06-27,ETH,338.3,343.25,274.56,288.28
2019-06-28,ETH,289.13,312.34,282.91,306.77
2019-06-29,ETH,306.77,314.31,291.68,312.5
2019-06-30,ETH,312.62,323.5,288.26,303.5
2019-07-01,ETH,303.38,303.38,278.97,288.27
2019-07-02,ETH,288.73,295.99,271.6,288.44
2019-07-03,ETH,287.5,301.01,285.42,294.07
2019-07-04,ETH,293.71,303.62,291.91,293.0
2019-07-05,ETH,293.0,294.99,280.62,286.62
2019-07-06,ETH,286.86,297.62,286.37,292.37
2019-07-07,ETH,292.59,310.19,284.62,305.95
2019-07-08,ETH,306.74,312.8,302.56,310.45
2019-07-09,ETH,310.52,318.42,303.1,304.73
2019-07-10,ETH,304.57,314.63,283.01,287.86
2019-07-11,ETH,287.47,289.96,263.0,266.01
